Customer ID,total_spend,purchase_frequency,avg_order_value,discounted_spend,promo_code_orders,discount_rate,promo_order_ratio,frequency_loyalty_score,frequency_loyalty_segment,revenue_loyalty_score,revenue_loyalty_segment,Review Rating,promo_dependency_segment,is_ideal_customer
2148,43,1,43.0,0,0,0.0,0.0,1,Single Frequency,43,Medium Revenue,4.8,No Promo Dependency,False
2149,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,4.6,No Promo Dependency,False
2150,21,1,21.0,0,0,0.0,0.0,1,Single Frequency,21,Low Revenue,4.0,No Promo Dependency,False
2151,40,1,40.0,0,0,0.0,0.0,1,Single Frequency,40,Medium Revenue,2.6,No Promo Dependency,False
2152,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,2.6,No Promo Dependency,False
2153,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,4.5,No Promo Dependency,False
2154,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.2,No Promo Dependency,True
2155,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,3.4,No Promo Dependency,False
2156,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,3.7,No Promo Dependency,False
2157,83,1,83.0,0,0,0.0,0.0,1,Single Frequency,83,Very High Revenue,3.6,No Promo Dependency,True
2158,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,4.0,No Promo Dependency,False
2159,84,1,84.0,0,0,0.0,0.0,1,Single Frequency,84,Very High Revenue,4.6,No Promo Dependency,True
2160,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,3.0,No Promo Dependency,False
2161,92,1,92.0,0,0,0.0,0.0,1,Single Frequency,92,Very High Revenue,3.3,No Promo Dependency,True
2162,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,3.8,No Promo Dependency,False
2163,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,2.7,No Promo Dependency,False
2164,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,4.5,No Promo Dependency,False
2165,20,1,20.0,0,0,0.0,0.0,1,Single Frequency,20,Low Revenue,4.8,No Promo Dependency,False
2166,55,1,55.0,0,0,0.0,0.0,1,Single Frequency,55,Medium Revenue,4.2,No Promo Dependency,False
2167,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,3.5,No Promo Dependency,True
2168,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,4.9,No Promo Dependency,False
2169,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,4.1,No Promo Dependency,False
2170,42,1,42.0,0,0,0.0,0.0,1,Single Frequency,42,Medium Revenue,2.9,No Promo Dependency,False
2171,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,4.0,No Promo Dependency,False
2172,98,1,98.0,0,0,0.0,0.0,1,Single Frequency,98,Very High Revenue,4.6,No Promo Dependency,True
2173,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,2.8,No Promo Dependency,True
2174,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,5.0,No Promo Dependency,True
2175,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,2.9,No Promo Dependency,False
2176,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,3.3,No Promo Dependency,False
2177,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,3.4,No Promo Dependency,True
2178,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,3.0,No Promo Dependency,True
2179,98,1,98.0,0,0,0.0,0.0,1,Single Frequency,98,Very High Revenue,4.7,No Promo Dependency,True
2180,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,2.9,No Promo Dependency,True
2181,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,4.1,No Promo Dependency,False
2182,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,3.2,No Promo Dependency,False
2183,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,2.7,No Promo Dependency,True
2184,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,4.7,No Promo Dependency,False
2185,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,3.2,No Promo Dependency,False
2186,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,2.5,No Promo Dependency,False
2187,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.3,No Promo Dependency,False
2188,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,4.4,No Promo Dependency,False
2189,54,1,54.0,0,0,0.0,0.0,1,Single Frequency,54,Medium Revenue,4.7,No Promo Dependency,False
2190,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.0,No Promo Dependency,True
2191,75,1,75.0,0,0,0.0,0.0,1,Single Frequency,75,High Revenue,4.6,No Promo Dependency,False
2192,69,1,69.0,0,0,0.0,0.0,1,Single Frequency,69,High Revenue,3.8,No Promo Dependency,False
2193,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,3.2,No Promo Dependency,False
2194,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,5.0,No Promo Dependency,False
2195,29,1,29.0,0,0,0.0,0.0,1,Single Frequency,29,Low Revenue,3.5,No Promo Dependency,False
2196,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,3.7,No Promo Dependency,False
2197,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,4.8,No Promo Dependency,False
2198,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,3.7,No Promo Dependency,True
2199,80,1,80.0,0,0,0.0,0.0,1,Single Frequency,80,High Revenue,3.5,No Promo Dependency,False
2200,47,1,47.0,0,0,0.0,0.0,1,Single Frequency,47,Medium Revenue,4.9,No Promo Dependency,False
2201,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,4.7,No Promo Dependency,False
2202,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,4.9,No Promo Dependency,False
2203,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,4.3,No Promo Dependency,False
2204,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,3.1,No Promo Dependency,False
2205,41,1,41.0,0,0,0.0,0.0,1,Single Frequency,41,Medium Revenue,3.4,No Promo Dependency,False
2206,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,2.7,No Promo Dependency,False
2207,51,1,51.0,0,0,0.0,0.0,1,Single Frequency,51,Medium Revenue,2.6,No Promo Dependency,False
2208,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,2.9,No Promo Dependency,False
2209,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,2.7,No Promo Dependency,False
2210,20,1,20.0,0,0,0.0,0.0,1,Single Frequency,20,Low Revenue,4.5,No Promo Dependency,False
2211,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,3.1,No Promo Dependency,False
2212,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,3.2,No Promo Dependency,True
2213,77,1,77.0,0,0,0.0,0.0,1,Single Frequency,77,High Revenue,3.3,No Promo Dependency,False
2214,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,2.9,No Promo Dependency,True
2215,100,1,100.0,0,0,0.0,0.0,1,Single Frequency,100,Very High Revenue,4.1,No Promo Dependency,True
2216,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,2.7,No Promo Dependency,True
2217,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,4.0,No Promo Dependency,False
2218,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,2.6,No Promo Dependency,False
2219,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,3.5,No Promo Dependency,False
2220,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,2.8,No Promo Dependency,True
2221,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,4.5,No Promo Dependency,False
2222,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,3.0,No Promo Dependency,True
2223,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,4.4,No Promo Dependency,False
2224,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,4.7,No Promo Dependency,False
2225,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,4.3,No Promo Dependency,False
2226,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.8,No Promo Dependency,False
2227,72,1,72.0,0,0,0.0,0.0,1,Single Frequency,72,High Revenue,4.8,No Promo Dependency,False
2228,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,4.4,No Promo Dependency,False
2229,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,3.7,No Promo Dependency,False
2230,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,3.9,No Promo Dependency,True
2231,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,3.8,No Promo Dependency,False
2232,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,4.1,No Promo Dependency,False
2233,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.0,No Promo Dependency,False
2234,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,4.5,No Promo Dependency,False
2235,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,4.0,No Promo Dependency,False
2236,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.5,No Promo Dependency,True
2237,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,2.7,No Promo Dependency,True
2238,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,3.8,No Promo Dependency,False
2239,84,1,84.0,0,0,0.0,0.0,1,Single Frequency,84,Very High Revenue,3.8,No Promo Dependency,True
2240,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.8,No Promo Dependency,True
2241,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,4.3,No Promo Dependency,False
2242,77,1,77.0,0,0,0.0,0.0,1,Single Frequency,77,High Revenue,3.5,No Promo Dependency,False
2243,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,3.8,No Promo Dependency,False
2244,21,1,21.0,0,0,0.0,0.0,1,Single Frequency,21,Low Revenue,3.7,No Promo Dependency,False
2245,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,4.8,No Promo Dependency,False
2246,90,1,90.0,0,0,0.0,0.0,1,Single Frequency,90,Very High Revenue,4.9,No Promo Dependency,True
2247,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,4.3,No Promo Dependency,True
2248,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,4.4,No Promo Dependency,False
2249,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,3.4,No Promo Dependency,False
2250,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,4.3,No Promo Dependency,False
2251,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,4.6,No Promo Dependency,True
2252,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,3.8,No Promo Dependency,True
2253,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.9,No Promo Dependency,True
2254,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,2.6,No Promo Dependency,False
2255,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.2,No Promo Dependency,False
2256,39,1,39.0,0,0,0.0,0.0,1,Single Frequency,39,Low Revenue,4.6,No Promo Dependency,False
2257,22,1,22.0,0,0,0.0,0.0,1,Single Frequency,22,Low Revenue,5.0,No Promo Dependency,False
2258,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,4.2,No Promo Dependency,False
2259,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,4.3,No Promo Dependency,False
2260,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.3,No Promo Dependency,True
2261,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.9,No Promo Dependency,True
2262,76,1,76.0,0,0,0.0,0.0,1,Single Frequency,76,High Revenue,4.4,No Promo Dependency,False
2263,22,1,22.0,0,0,0.0,0.0,1,Single Frequency,22,Low Revenue,3.1,No Promo Dependency,False
2264,40,1,40.0,0,0,0.0,0.0,1,Single Frequency,40,Medium Revenue,3.5,No Promo Dependency,False
2265,92,1,92.0,0,0,0.0,0.0,1,Single Frequency,92,Very High Revenue,3.9,No Promo Dependency,True
2266,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,3.9,No Promo Dependency,True
2267,44,1,44.0,0,0,0.0,0.0,1,Single Frequency,44,Medium Revenue,4.3,No Promo Dependency,False
2268,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,3.8,No Promo Dependency,False
2269,26,1,26.0,0,0,0.0,0.0,1,Single Frequency,26,Low Revenue,2.7,No Promo Dependency,False
2270,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,4.4,No Promo Dependency,False
2271,72,1,72.0,0,0,0.0,0.0,1,Single Frequency,72,High Revenue,3.5,No Promo Dependency,False
2272,99,1,99.0,0,0,0.0,0.0,1,Single Frequency,99,Very High Revenue,3.4,No Promo Dependency,True
2273,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,4.0,No Promo Dependency,False
2274,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,4.8,No Promo Dependency,True
2275,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,4.5,No Promo Dependency,False
2276,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,4.4,No Promo Dependency,False
2277,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.1,No Promo Dependency,True
2278,56,1,56.0,0,0,0.0,0.0,1,Single Frequency,56,Medium Revenue,4.6,No Promo Dependency,False
2279,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,3.8,No Promo Dependency,False
2280,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,2.9,No Promo Dependency,False
2281,21,1,21.0,0,0,0.0,0.0,1,Single Frequency,21,Low Revenue,2.8,No Promo Dependency,False
2282,27,1,27.0,0,0,0.0,0.0,1,Single Frequency,27,Low Revenue,3.0,No Promo Dependency,False
2283,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,4.2,No Promo Dependency,True
2284,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,4.1,No Promo Dependency,False
2285,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,4.1,No Promo Dependency,False
2286,100,1,100.0,0,0,0.0,0.0,1,Single Frequency,100,Very High Revenue,4.6,No Promo Dependency,True
2287,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,2.5,No Promo Dependency,False
2288,45,1,45.0,0,0,0.0,0.0,1,Single Frequency,45,Medium Revenue,3.0,No Promo Dependency,False
2289,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,3.8,No Promo Dependency,True
2290,82,1,82.0,0,0,0.0,0.0,1,Single Frequency,82,Very High Revenue,4.1,No Promo Dependency,True
2291,48,1,48.0,0,0,0.0,0.0,1,Single Frequency,48,Medium Revenue,3.3,No Promo Dependency,False
2292,30,1,30.0,0,0,0.0,0.0,1,Single Frequency,30,Low Revenue,5.0,No Promo Dependency,False
2293,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,3.8,No Promo Dependency,False
2294,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,3.3,No Promo Dependency,False
2295,95,1,95.0,0,0,0.0,0.0,1,Single Frequency,95,Very High Revenue,5.0,No Promo Dependency,True
2296,22,1,22.0,0,0,0.0,0.0,1,Single Frequency,22,Low Revenue,2.9,No Promo Dependency,False
2297,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,2.5,No Promo Dependency,True
2298,83,1,83.0,0,0,0.0,0.0,1,Single Frequency,83,Very High Revenue,4.7,No Promo Dependency,True
2299,87,1,87.0,0,0,0.0,0.0,1,Single Frequency,87,Very High Revenue,2.9,No Promo Dependency,True
2300,57,1,57.0,0,0,0.0,0.0,1,Single Frequency,57,Medium Revenue,3.7,No Promo Dependency,False
2301,88,1,88.0,0,0,0.0,0.0,1,Single Frequency,88,Very High Revenue,4.4,No Promo Dependency,True
2302,20,1,20.0,0,0,0.0,0.0,1,Single Frequency,20,Low Revenue,2.9,No Promo Dependency,False
2303,39,1,39.0,0,0,0.0,0.0,1,Single Frequency,39,Low Revenue,3.6,No Promo Dependency,False
2304,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,4.8,No Promo Dependency,False
2305,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,4.7,No Promo Dependency,False
2306,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,2.6,No Promo Dependency,False
2307,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,3.4,No Promo Dependency,False
2308,96,1,96.0,0,0,0.0,0.0,1,Single Frequency,96,Very High Revenue,3.5,No Promo Dependency,True
2309,81,1,81.0,0,0,0.0,0.0,1,Single Frequency,81,High Revenue,3.4,No Promo Dependency,False
2310,95,1,95.0,0,0,0.0,0.0,1,Single Frequency,95,Very High Revenue,5.0,No Promo Dependency,True
2311,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,4.6,No Promo Dependency,False
2312,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,4.8,No Promo Dependency,False
2313,30,1,30.0,0,0,0.0,0.0,1,Single Frequency,30,Low Revenue,3.7,No Promo Dependency,False
2314,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,4.7,No Promo Dependency,False
2315,95,1,95.0,0,0,0.0,0.0,1,Single Frequency,95,Very High Revenue,4.4,No Promo Dependency,True
2316,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,3.5,No Promo Dependency,False
2317,39,1,39.0,0,0,0.0,0.0,1,Single Frequency,39,Low Revenue,3.8,No Promo Dependency,False
2318,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,4.7,No Promo Dependency,False
2319,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,3.1,No Promo Dependency,False
2320,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,5.0,No Promo Dependency,False
2321,55,1,55.0,0,0,0.0,0.0,1,Single Frequency,55,Medium Revenue,3.7,No Promo Dependency,False
2322,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,3.0,No Promo Dependency,False
2323,84,1,84.0,0,0,0.0,0.0,1,Single Frequency,84,Very High Revenue,4.5,No Promo Dependency,True
2324,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,4.7,No Promo Dependency,True
2325,28,1,28.0,0,0,0.0,0.0,1,Single Frequency,28,Low Revenue,3.5,No Promo Dependency,False
2326,55,1,55.0,0,0,0.0,0.0,1,Single Frequency,55,Medium Revenue,4.4,No Promo Dependency,False
2327,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,2.6,No Promo Dependency,False
2328,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.2,No Promo Dependency,True
2329,36,1,36.0,0,0,0.0,0.0,1,Single Frequency,36,Low Revenue,2.6,No Promo Dependency,False
2330,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,4.8,No Promo Dependency,True
2331,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,2.9,No Promo Dependency,False
2332,77,1,77.0,0,0,0.0,0.0,1,Single Frequency,77,High Revenue,4.3,No Promo Dependency,False
2333,53,1,53.0,0,0,0.0,0.0,1,Single Frequency,53,Medium Revenue,2.6,No Promo Dependency,False
2334,77,1,77.0,0,0,0.0,0.0,1,Single Frequency,77,High Revenue,3.8,No Promo Dependency,False
2335,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.2,No Promo Dependency,False
2336,37,1,37.0,0,0,0.0,0.0,1,Single Frequency,37,Low Revenue,3.9,No Promo Dependency,False
2337,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,3.1,No Promo Dependency,True
2338,76,1,76.0,0,0,0.0,0.0,1,Single Frequency,76,High Revenue,3.6,No Promo Dependency,False
2339,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,4.0,No Promo Dependency,False
2340,65,1,65.0,0,0,0.0,0.0,1,Single Frequency,65,High Revenue,3.4,No Promo Dependency,False
2341,24,1,24.0,0,0,0.0,0.0,1,Single Frequency,24,Low Revenue,2.6,No Promo Dependency,False
2342,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,4.5,No Promo Dependency,False
2343,89,1,89.0,0,0,0.0,0.0,1,Single Frequency,89,Very High Revenue,4.9,No Promo Dependency,True
2344,49,1,49.0,0,0,0.0,0.0,1,Single Frequency,49,Medium Revenue,4.4,No Promo Dependency,False
2345,92,1,92.0,0,0,0.0,0.0,1,Single Frequency,92,Very High Revenue,3.5,No Promo Dependency,True
2346,32,1,32.0,0,0,0.0,0.0,1,Single Frequency,32,Low Revenue,3.3,No Promo Dependency,False
2347,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,3.1,No Promo Dependency,False
2348,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.2,No Promo Dependency,False
2349,84,1,84.0,0,0,0.0,0.0,1,Single Frequency,84,Very High Revenue,4.9,No Promo Dependency,True
2350,34,1,34.0,0,0,0.0,0.0,1,Single Frequency,34,Low Revenue,3.9,No Promo Dependency,False
2351,26,1,26.0,0,0,0.0,0.0,1,Single Frequency,26,Low Revenue,4.2,No Promo Dependency,False
2352,50,1,50.0,0,0,0.0,0.0,1,Single Frequency,50,Medium Revenue,4.9,No Promo Dependency,False
2353,46,1,46.0,0,0,0.0,0.0,1,Single Frequency,46,Medium Revenue,2.8,No Promo Dependency,False
2354,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,4.1,No Promo Dependency,False
2355,78,1,78.0,0,0,0.0,0.0,1,Single Frequency,78,High Revenue,4.8,No Promo Dependency,False
2356,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,4.1,No Promo Dependency,False
2357,58,1,58.0,0,0,0.0,0.0,1,Single Frequency,58,Medium Revenue,3.0,No Promo Dependency,False
2358,67,1,67.0,0,0,0.0,0.0,1,Single Frequency,67,High Revenue,4.2,No Promo Dependency,False
2359,93,1,93.0,0,0,0.0,0.0,1,Single Frequency,93,Very High Revenue,3.8,No Promo Dependency,True
2360,81,1,81.0,0,0,0.0,0.0,1,Single Frequency,81,High Revenue,3.3,No Promo Dependency,False
2361,80,1,80.0,0,0,0.0,0.0,1,Single Frequency,80,High Revenue,4.7,No Promo Dependency,False
2362,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.3,No Promo Dependency,False
2363,41,1,41.0,0,0,0.0,0.0,1,Single Frequency,41,Medium Revenue,2.7,No Promo Dependency,False
2364,79,1,79.0,0,0,0.0,0.0,1,Single Frequency,79,High Revenue,4.2,No Promo Dependency,False
2365,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,4.2,No Promo Dependency,False
2366,91,1,91.0,0,0,0.0,0.0,1,Single Frequency,91,Very High Revenue,2.5,No Promo Dependency,True
2367,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,3.6,No Promo Dependency,False
2368,85,1,85.0,0,0,0.0,0.0,1,Single Frequency,85,Very High Revenue,3.4,No Promo Dependency,True
2369,38,1,38.0,0,0,0.0,0.0,1,Single Frequency,38,Low Revenue,3.3,No Promo Dependency,False
2370,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.6,No Promo Dependency,False
2371,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,3.9,No Promo Dependency,False
2372,25,1,25.0,0,0,0.0,0.0,1,Single Frequency,25,Low Revenue,3.7,No Promo Dependency,False
2373,39,1,39.0,0,0,0.0,0.0,1,Single Frequency,39,Low Revenue,3.1,No Promo Dependency,False
2374,20,1,20.0,0,0,0.0,0.0,1,Single Frequency,20,Low Revenue,4.9,No Promo Dependency,False
2375,73,1,73.0,0,0,0.0,0.0,1,Single Frequency,73,High Revenue,4.7,No Promo Dependency,False
2376,63,1,63.0,0,0,0.0,0.0,1,Single Frequency,63,High Revenue,2.9,No Promo Dependency,False
2377,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.1,No Promo Dependency,True
2378,94,1,94.0,0,0,0.0,0.0,1,Single Frequency,94,Very High Revenue,4.0,No Promo Dependency,True
2379,71,1,71.0,0,0,0.0,0.0,1,Single Frequency,71,High Revenue,2.7,No Promo Dependency,False
2380,77,1,77.0,0,0,0.0,0.0,1,Single Frequency,77,High Revenue,4.0,No Promo Dependency,False
2381,66,1,66.0,0,0,0.0,0.0,1,Single Frequency,66,High Revenue,2.5,No Promo Dependency,False
2382,23,1,23.0,0,0,0.0,0.0,1,Single Frequency,23,Low Revenue,4.5,No Promo Dependency,False
2383,60,1,60.0,0,0,0.0,0.0,1,Single Frequency,60,Medium Revenue,3.9,No Promo Dependency,False
2384,72,1,72.0,0,0,0.0,0.0,1,Single Frequency,72,High Revenue,4.9,No Promo Dependency,False
2385,35,1,35.0,0,0,0.0,0.0,1,Single Frequency,35,Low Revenue,3.3,No Promo Dependency,False
2386,31,1,31.0,0,0,0.0,0.0,1,Single Frequency,31,Low Revenue,3.8,No Promo Dependency,False
2387,33,1,33.0,0,0,0.0,0.0,1,Single Frequency,33,Low Revenue,2.9,No Promo Dependency,False
2388,95,1,95.0,0,0,0.0,0.0,1,Single Frequency,95,Very High Revenue,4.0,No Promo Dependency,True
2389,68,1,68.0,0,0,0.0,0.0,1,Single Frequency,68,High Revenue,4.1,No Promo Dependency,False
2390,87,1,87.0,0,0,0.0,0.0,1,Single Frequency,87,Very High Revenue,3.1,No Promo Dependency,True
2391,64,1,64.0,0,0,0.0,0.0,1,Single Frequency,64,High Revenue,4.6,No Promo Dependency,False
2392,74,1,74.0,0,0,0.0,0.0,1,Single Frequency,74,High Revenue,4.6,No Promo Dependency,False
2393,62,1,62.0,0,0,0.0,0.0,1,Single Frequency,62,High Revenue,2.6,No Promo Dependency,False
2394,97,1,97.0,0,0,0.0,0.0,1,Single Frequency,97,Very High Revenue,5.0,No Promo Dependency,True
